,Winery,Points_Mean,Price_Mean,Points_Median,Price_Median,Total_Reviews,N_Varieties,Varieties,Country,Province,Region
16176,Pig & Poke,88.0,16.0,88.0,16.0,1,1,['Merlot'],US,California,"['Napa Valley', 'Napa']"
16177,Piggy Bank,84.0,12.7,83.0,13.0,3,2,"['Syrah', 'Sauvignon Blanc']",Chile,Elqui Valley,[]
16178,Pighin,86.7,18.8,87.0,18.0,12,3,"['Pinot Grigio', 'Sauvignon', 'White Blend']",Italy,Northeastern Italy,['Collio']
16179,Pigro,82.0,15.0,82.0,15.0,1,1,['Montepulciano'],Italy,Central Italy,"[""Montepulciano d'Abruzzo""]"
16180,Pike Road,89.0,17.0,89.0,17.0,2,2,"['Pinot Noir', 'Pinot Gris']",US,Oregon,"['Willamette Valley', 'Willamette Valley']"
16181,Pikes,88.4,25.3,89.0,23.0,15,5,"['Riesling', 'Red Blend', 'White Blend', 'Sangiovese', 'Shiraz']",Australia,South Australia,['Clare Valley']
16182,Piko,87.0,16.0,87.0,16.0,1,1,['Sauvignon Blanc'],New Zealand,Marlborough,[]
16183,Piko,88.0,18.0,88.0,18.0,1,1,['Pinot Noir'],New Zealand,South Island,[]
16184,Pilandro,89.0,18.0,89.0,18.0,1,1,['Turbiana'],Italy,Lombardy,['Lugana']
16185,Piližota,88.0,21.0,88.0,22.0,3,2,"['Red Blend', 'Babić']",Croatia,North Dalmatia,[]
16186,Pillar Rock,93.0,125.0,93.0,125.0,1,1,['Cabernet Sauvignon'],US,California,"['Stags Leap District', 'Napa']"
16187,Pillitteri,87.9,44.1,87.0,45.0,15,6,"['Gewürztraminer-Riesling', 'Vidal Blanc', 'Cabernet Sauvignon', 'Vidal', 'Riesling', 'Cabernet Franc']",Canada,Ontario,['Niagara-On-The-Lake']
16188,Pillsbury,85.8,32.7,86.0,32.0,9,8,"['Chenin Blanc', 'Petite Sirah', 'Pinot Gris', 'Chardonnay', 'Symphony', 'Red Blend', 'Rhône-style Red Blend', 'Viognier']",US,Arizona,['Cochise County']
16189,Pinanfarina,84.0,55.0,84.0,55.0,1,1,['Bordeaux-style Red Blend'],US,California,"['Napa Valley', 'Napa']"
16190,Pindal,83.0,10.0,83.0,10.0,1,1,['Torrontés'],Argentina,Mendoza Province,['Mendoza']
16191,Pindar Vineyards,86.0,20.2,86.0,19.0,16,10,"['Merlot', 'Johannisberg Riesling', 'Chardonnay', 'Syrah', 'Port', 'Viognier', 'Cabernet Sauvignon', 'Red Blend', 'Riesling', 'Sauvignon Blanc']",US,New York,"['North Fork of Long Island', 'Long Island']"
16192,Pine & Brown,90.1,57.7,91.0,60.0,7,4,"['Sauvignon Blanc', 'Cabernet Sauvignon', 'Bordeaux-style Red Blend', 'Red Blend']",US,California,"['Napa Valley', 'Napa']"
16193,Pine & Post,85.4,7.0,86.0,7.0,13,5,"['Chardonnay', 'Merlot', 'Cabernet Sauvignon', 'Red Blend', 'Riesling']",US,Washington,"['Washington', 'Washington Other']"
16194,Pine Crest,85.0,14.2,84.5,14.5,4,3,"['Chardonnay', 'Cabernet Sauvignon', 'Pinotage']",South Africa,Coastal Region,[]
16195,Pine Ridge,88.6,70.9,88.0,62.0,56,7,"['Cabernet Sauvignon', 'Chardonnay', 'Bordeaux-style Red Blend', 'White Blend', 'Red Blend', 'Merlot', 'Chenin Blanc-Viognier']",US,California,"['Napa Valley', 'Napa']"
16196,Pingao,87.0,13.0,87.0,13.0,2,1,['Tempranillo'],Spain,Northern Spain,['Rioja']
16197,Pingón,89.2,37.5,89.5,36.5,4,1,['Tempranillo Blend'],Spain,Northern Spain,['Ribera del Duero']
16198,Pinhal da Torre,91.0,25.7,92.0,29.0,3,3,"['Touriga Nacional', 'Touriga Nacional Blend', 'Portuguese Red']",Portugal,Ribatejano,[]
16199,Pinhal da Torre,89.7,23.3,89.0,24.0,3,3,"['Touriga Nacional', 'Portuguese Red', 'Fernão Pires']",Portugal,Ribatejo,[]
16200,Pinhal da Torre,88.9,16.8,90.0,13.5,14,6,"['Portuguese White', 'Portuguese Red', 'Touriga Nacional Blend', 'Fernão Pires', 'Syrah', 'Touriga Nacional']",Portugal,Tejo,[]
16201,Pininfarina,90.0,95.0,90.0,95.0,1,1,['Red Blend'],US,California,"['Napa Valley', 'Napa']"
16202,Pinino,89.1,39.1,88.0,45.0,17,2,"['Sangiovese', 'Sangiovese Grosso']",Italy,Tuscany,['Brunello di Montalcino']
16203,Pink Flamingo,85.0,9.0,85.0,9.0,1,1,['Rosé'],France,Languedoc-Roussillon,['Vin de Pays des Sables du Golfe du Lion']
16204,Pink Truck,82.0,9.0,82.0,9.0,1,1,['Rosé'],US,California,"['California', 'California Other']"
16205,Pink by Yellowglen,84.0,12.0,84.0,12.0,1,1,['Champagne Blend'],Australia,Australia Other,['South Eastern Australia']
16206,Pino,86.8,19.0,87.0,19.0,4,2,"['Pinot Noir', 'Pinot Gris']",US,Oregon,"['Oregon', 'Oregon Other']"
16207,Pinord,86.5,24.2,87.0,18.5,22,6,"['Tempranillo', 'Sparkling Blend', 'Cabernet Sauvignon', 'Red Blend', 'Rosé', 'White Blend']",Spain,Catalonia,['Penedès']
16208,Pinord,87.0,15.0,87.0,15.0,1,1,['Tempranillo'],Spain,Northern Spain,['Ribera del Duero']
16209,Pinord,86.0,13.0,86.0,13.0,1,1,['Moscato'],Spain,Spain Other,['Spain']
16210,Pinot Evil,85.0,15.0,85.0,15.0,1,1,['Pinot Noir'],US,California,"['Edna Valley', 'Central Coast']"
16211,Pinot Patch,86.3,14.7,87.0,14.0,3,3,"['Rosé', 'Pinot Noir', 'Pinot Grigio']",US,California,"['Sonoma County', 'Sonoma']"
16212,Pinot d'Oro,85.0,26.0,85.0,26.0,1,1,['Pinot Noir'],US,California,"['Monterey County', 'Central Coast']"
16213,Pintia,92.0,65.0,92.5,69.0,4,2,"['Tempranillo', 'Tinta de Toro']",Spain,Northern Spain,['Toro']
16214,Pinuaga,84.0,16.0,84.0,16.0,1,1,['Tempranillo'],Spain,Central Spain,['Vino de la Tierra de Castilla']
16215,Pio Cesare,89.5,59.7,90.0,60.0,53,6,"['Nebbiolo', 'Barbera', 'Dolcetto', 'Arneis', 'Chardonnay', 'Cortese']",Italy,Piedmont,['Barolo']
16216,Pio Wines,86.0,,86.0,,1,1,['Sangiovese'],Italy,Tuscany,['Chianti']
16217,Piocho,90.8,29.2,90.5,28.5,4,2,"['Sauvignon Blanc', 'Bordeaux-style Red Blend']",US,California,"['Happy Canyon of Santa Barbara', 'Central Coast']"
16218,Pioiero,86.3,23.0,87.0,23.0,3,2,"['Arneis', 'Nebbiolo']",Italy,Piedmont,['Roero Arneis']
16219,Piollot Père et Fils,88.5,47.5,88.5,47.5,2,2,"['Pinot Noir', 'Pinot Blanc']",France,Champagne,['Champagne']
16220,Piombaia Rossi-Cantini,89.0,57.0,89.0,57.0,1,1,['Sangiovese Grosso'],Italy,Tuscany,['Brunello di Montalcino']
16221,Piot-Sévillano,87.7,,87.0,,3,1,['Champagne Blend'],France,Champagne,['Champagne']
16222,Piper Sonoma,86.0,17.2,85.5,17.0,4,1,['Sparkling Blend'],US,California,"['Sonoma County', 'Sonoma']"
16223,Piper-Heidsieck,89.8,64.9,89.5,50.0,24,1,['Champagne Blend'],France,Champagne,['Champagne']
16224,Pipers Brook Vineyard Estate,87.0,19.0,87.0,19.0,1,1,['Riesling'],Australia,Tasmania,['Tasmania']
16225,Pipestone Vineyards,86.5,35.0,86.5,35.0,2,2,"['Cabernet Sauvignon-Syrah', 'G-S-M']",US,California,"['Paso Robles', 'Central Coast']"
16226,Pipeta,89.0,17.0,89.0,17.0,1,1,['Verdejo'],Spain,Northern Spain,['Rueda']
16227,Piping Shrike,88.5,15.5,88.5,15.5,2,1,['Shiraz'],Australia,South Australia,['Barossa Valley']
16228,Pippin Hill Farm,86.0,24.0,86.0,24.0,2,2,"['Sauvignon Blanc', 'Viognier']",US,Virginia,['Monticello']
16229,Piquentum,84.8,20.3,86.0,20.0,6,2,"['Malvasia', 'Teran']",Croatia,Istria,[]
16230,Pirathon,93.0,30.0,93.0,30.0,1,1,['Shiraz'],Australia,South Australia,['Barossa Valley']
16231,Pircas Negras,83.3,10.7,84.0,10.0,3,2,"['Cabernet Sauvignon', 'Torrontés']",Argentina,Other,['Famatina Valley']
16232,Piro,93.7,40.0,93.0,44.0,3,1,['Pinot Noir'],US,California,"['Santa Maria Valley', 'Central Coast']"
16233,Piro Piro Piccolo,88.0,20.0,88.0,20.0,1,1,['Pinot Grigio'],US,California,"['Santa Barbara County', 'Central Coast']"
16234,Pirouette,92.5,58.1,92.0,55.0,13,2,"['Bordeaux-style Red Blend', 'Red Blend']",US,Washington,"['Columbia Valley (WA)', 'Columbia Valley']"
16235,Pirro Varone,88.3,25.0,88.0,27.0,3,3,"['Red Blend', 'Fiano', 'Primitivo']",Italy,Southern Italy,['Salento']
16236,Pisa Range,86.5,32.5,86.5,32.5,2,1,['Pinot Noir'],New Zealand,Central Otago,[]
16237,Pisano,87.0,21.8,87.5,18.5,12,4,"['Tannat', 'Pinot Noir', 'Cabernet Sauvignon', 'Tannat-Merlot']",Uruguay,Progreso,[]
16238,Pisano Arretxea,88.0,46.0,88.0,46.0,1,1,['Red Blend'],Uruguay,Progreso,[]
16239,Pisoni,87.4,24.0,87.0,20.0,7,3,"['White Blend', 'Nosiola', 'Rebo']",Italy,Northeastern Italy,['Vigneti delle Dolomiti']
16240,Pisoni,92.6,60.0,93.0,60.0,7,1,['Pinot Noir'],US,California,"['Santa Lucia Highlands', 'Central Coast']"
16241,Pitars,85.8,14.0,86.0,14.0,5,3,"['Pinot Grigio', 'Chardonnay', 'Friulano']",Italy,Northeastern Italy,['Friuli Grave']
16242,Pitars,86.0,17.0,86.0,17.0,3,2,"['Glera', 'Prosecco']",Italy,Veneto,['Prosecco']
16243,Pittacum,90.0,37.0,91.0,34.5,8,3,"['Mencía', 'Rosado', 'Garnacha Tintorera']",Spain,Northern Spain,['Bierzo']
16244,Pittnauer,90.0,35.0,90.0,35.0,1,1,['White Blend'],Austria,Austria,[]
16245,Pittnauer,89.9,42.3,89.0,48.0,11,4,"['St. Laurent', 'Red Blend', 'Pinot Noir', 'Blaufränkisch']",Austria,Burgenland,[]
16246,Pittsburgh,85.0,55.0,85.0,55.0,1,1,['Cabernet Sauvignon'],US,California,"['Napa Valley', 'Napa']"
16247,Piziali,90.0,32.0,90.0,32.0,1,1,['Sauvignon Blanc'],US,California,"['Lake County', 'Mendocino/Lake Counties']"
16248,Pizzato,85.0,50.0,85.0,50.0,1,1,['Merlot'],Brazil,Vale dos Vinhedos,[]
16249,Pizzolato,84.8,12.8,84.5,12.0,26,10,"['Glera', 'White Blend', 'Red Blend', 'Pinot Grigio', 'Chardonnay', 'Cabernet Sauvignon', 'Merlot', 'Cabernet', 'Prosecco', 'Sparkling Blend']",Italy,Veneto,['Prosecco']
16250,Pizzorno,89.0,20.0,89.0,20.0,2,2,"['Tannat', 'Red Blend']",Uruguay,Canelones,[]
16251,Pizzorno,91.0,50.0,91.0,50.0,1,1,['Red Blend'],Uruguay,Uruguay,[]
16252,Piña,91.5,79.5,92.0,85.0,31,2,"['Cabernet Sauvignon', 'Chardonnay']",US,California,"['Rutherford', 'Napa']"
16253,Placido,86.0,9.0,86.0,9.0,1,1,['Pinot Grigio'],Italy,Northeastern Italy,['Delle Venezie']
16254,Placido,89.0,8.0,89.0,8.0,1,1,['Sangiovese'],Italy,Tuscany,['Chianti']
16255,Plaisance Ranch,87.7,27.1,87.0,25.0,31,13,"['Mondeuse', 'Chardonnay', 'Red Blend', 'Syrah', 'Merlot', 'Mourvèdre', 'Carmenère', 'Cabernet Franc', 'Pinot Noir', 'Petite Sirah', 'Bordeaux-style Red Blend', 'Tempranillo', 'Malbec']",US,Oregon,"['Applegate Valley', 'Southern Oregon']"
16256,Plaisir De Merle,87.2,22.0,87.0,23.5,5,4,"['Chardonnay', 'Merlot', 'Shiraz', 'Cabernet Sauvignon']",South Africa,Paarl,[]
16257,Plaisir De Merle,87.0,,87.0,,1,1,['Sauvignon Blanc'],South Africa,Western Cape,[]
16258,Plan B,84.0,34.0,84.0,36.0,3,3,"['Syrah', 'Zinfandel', 'Grenache']",US,California,"['Santa Ynez Valley', 'Central Coast']"
16259,Planeta,89.6,32.3,90.0,39.0,99,14,"['Frappato', 'Moscato', 'White Blend', ""Nero d'Avola"", 'Carricante', 'Fiano', 'Nerello Mascalese', 'Red Blend', 'Chardonnay', 'Grecanico', 'Syrah', 'Merlot', 'Rosé', 'Moscato di Noto']",Italy,Sicily & Sardinia,['Vittoria']
16260,Plantagenet,88.2,19.6,88.0,20.0,42,10,"['Pinot Noir', 'Cabernet Sauvignon', 'Sauvignon Blanc', 'Riesling', 'Chardonnay', 'Semillon-Sauvignon Blanc', 'Sauvignon Blanc-Semillon', 'Shiraz', 'Chenin Blanc', 'Shiraz-Viognier']",Australia,Western Australia,['Western Australia']
16261,Platform 9,82.0,18.7,82.0,19.0,3,1,['Merlot'],US,California,"['California', 'California Other']"
16262,Playtime,85.5,13.0,85.5,13.0,2,2,"['Red Blend', 'Chardonnay']",US,California,['Lake County']
16263,Plaza de Mulas,84.0,8.0,84.0,8.0,1,1,['Chardonnay'],Argentina,Mendoza Province,['Mendoza']
16264,Pleil,85.8,15.7,86.0,15.0,4,3,"['Riesling', 'Grüner Veltliner', 'Zweigelt']",Austria,Niederösterreich,[]
16265,Pleil,87.0,,87.0,,2,1,['Grüner Veltliner'],Austria,Weinviertel,[]
16266,Plowbuster,87.0,20.0,87.0,20.0,4,1,['Pinot Noir'],US,Oregon,"['Willamette Valley', 'Willamette Valley']"
16267,Plozner,86.7,18.2,87.0,17.0,21,5,"['Friulano', 'Chardonnay', 'Pinot Grigio', 'Sauvignon', 'Tocai']",Italy,Northeastern Italy,['Friuli Grave']
16268,Plozner,83.0,9.0,83.0,9.0,1,1,['Glera'],Italy,Veneto,['Prosecco']
16269,Plozza,89.8,60.0,90.0,60.0,4,1,['Nebbiolo'],Italy,Lombardy,['Valtellina Superiore']
16270,Plumb Cellars,88.5,28.8,89.0,26.0,11,6,"['Bordeaux-style Red Blend', 'Syrah', 'Sangiovese', 'Red Blend', 'Cabernet Sauvignon', 'Viognier']",US,Washington,"['Columbia Valley (WA)', 'Columbia Valley']"
16271,Plumia,92.0,24.0,92.0,24.0,1,1,['Red Blend'],Spain,Spanish Islands,['Vi de la Terra Mallorca']
16272,Plumpjack,89.4,67.6,90.0,68.0,5,2,"['Chardonnay', 'Cabernet Sauvignon']",US,California,"['Napa Valley', 'Napa']"
16273,Plungerhead,86.4,16.8,86.0,16.0,19,2,"['Zinfandel', 'Cabernet Sauvignon']",US,California,"['Lodi', 'Central Valley']"
16274,Plush,81.0,8.0,81.0,8.0,1,1,['Red Blend'],US,California,"['California', 'California Other']"
16275,Plush,86.0,50.0,86.0,50.0,1,1,['Pinot Noir'],US,Oregon,"['Willamette Valley', 'Willamette Valley']"
16276,Pluvium,84.3,9.3,84.0,9.0,3,3,"['Rosado', 'Merseguera-Sauvignon Blanc', 'Bobal-Cabernet Sauvignon']",Spain,Levante,['Valencia']
16277,PoderNuovo a Palazzone,88.4,28.4,89.0,27.0,7,2,"['Sangiovese', 'Red Blend']",Italy,Tuscany,['Toscana']
16278,Podere Brizio,91.8,70.6,91.5,67.5,16,3,"['Sangiovese', 'Sangiovese Grosso', 'Red Blend']",Italy,Tuscany,['Brunello di Montalcino']
16279,Podere Brizio Roberto Bellini,92.0,,92.0,,1,1,['Red Blend'],Italy,Tuscany,['Colli della Toscana Centrale']
16280,Podere Campriano,84.0,,84.0,,1,1,['Sangiovese'],Italy,Tuscany,['Chianti Classico']
16281,Podere Canalino,86.0,,86.0,,1,1,['Sangiovese Grosso'],Italy,Tuscany,['Brunello di Montalcino']
16282,Podere Capaccia,88.0,26.0,88.0,26.0,2,1,['Red Blend'],Italy,Tuscany,['Chianti Classico']
16283,Podere Castellinuzza,88.5,20.0,88.5,20.0,2,1,['Red Blend'],Italy,Tuscany,['Chianti Classico']
16284,Podere Ciona,86.8,22.5,87.0,22.5,4,2,"['Red Blend', 'Merlot']",Italy,Tuscany,['Chianti Classico']
16285,Podere Forte,91.0,151.0,91.0,143.0,6,2,"['Red Blend', 'Sangiovese']",Italy,Tuscany,['Toscana']
16286,Podere Guado al Melo,87.9,26.5,88.0,26.0,14,3,"['Sangiovese', 'Red Blend', 'White Blend']",Italy,Tuscany,['Bolgheri']
16287,Podere Il Castellaccio,87.0,19.5,87.0,19.5,2,2,"['Red Blend', 'Sangiovese']",Italy,Tuscany,['Toscana']
16288,Podere L'Aione,94.0,50.0,94.0,48.0,3,2,"['Sangiovese', 'Red Blend']",Italy,Tuscany,['Toscana']
16289,Podere La Berta,87.2,15.0,87.0,15.0,4,2,"['Albana', 'Sangiovese']",Italy,Central Italy,['Romagna']
16290,Podere La Cappella,85.0,22.0,85.0,22.0,2,2,"['Sangiovese', 'Red Blend']",Italy,Tuscany,['Chianti Classico']
16291,Podere La Vigna,88.6,55.1,88.5,55.0,14,2,"['Sangiovese', 'Sangiovese Grosso']",Italy,Tuscany,['Brunello di Montalcino']
16292,Podere Le Ripi,89.6,131.2,90.0,125.0,5,1,['Sangiovese'],Italy,Tuscany,['Brunello di Montalcino']
16293,Podere Monastero,90.5,55.0,90.5,55.0,2,2,"['Red Blend', 'Pinot Nero']",Italy,Tuscany,['Toscana']
16294,Podere Paganico,88.6,39.4,89.0,42.0,14,2,"['Sangiovese', 'Sangiovese Grosso']",Italy,Tuscany,['Brunello di Montalcino']
16295,Podere Prospero,87.0,46.0,87.0,46.0,1,1,['Red Blend'],Italy,Tuscany,['Bolgheri']
16296,Podere Provinciale Cantina Laimburg,84.0,18.0,84.0,18.0,1,1,['Pinot Grigio'],Italy,Northeastern Italy,['Alto Adige']
16297,Podere Rocche dei Manzoni,93.8,,93.5,,4,1,['Nebbiolo'],Italy,Piedmont,['Barolo']
16298,Podere Ruggeri Corsini,90.0,39.2,90.0,45.0,12,3,"['Nebbiolo', 'Rosato', 'Barbera']",Italy,Piedmont,['Barolo']
16299,Podere San Cristoforo,88.3,25.9,88.0,25.0,18,3,"['Sangiovese', 'Petit Verdot', 'White Blend']",Italy,Tuscany,['Maremma Toscana']
16300,Podere San Giacomo,90.0,51.5,90.0,51.5,2,1,['Sangiovese'],Italy,Tuscany,['Brunello di Montalcino']
16301,Podere San Luigi,89.5,,89.5,,2,1,['Red Blend'],Italy,Tuscany,['Toscana']
16302,Podere Sapaio,92.3,56.4,92.0,50.0,11,1,['Red Blend'],Italy,Tuscany,['Bolgheri Superiore']
16303,Podere Scopetone,89.3,59.0,90.0,60.0,3,1,['Sangiovese'],Italy,Tuscany,['Brunello di Montalcino']
16304,Podere Scurtarola,84.0,,84.0,,3,2,"['Vermentino', 'White Blend']",Italy,Tuscany,['Toscana']
16305,Podere ai Valloni,90.5,43.0,90.5,43.0,2,1,['Red Blend'],Italy,Piedmont,['Colline Novaresi']
16306,Podere dal Nespoli,86.5,22.0,86.5,22.0,2,1,['Sangiovese'],Italy,Central Italy,['Romagna']
16307,Podere dei Brichhi Astigiani,88.0,16.0,88.0,16.0,1,1,['Barbera'],Italy,Piedmont,"[""Barbera d'Asti""]"
16308,Podere il Caio,83.0,13.0,83.0,13.0,1,1,['Grechetto'],Italy,Central Italy,['Umbria']
16309,Podere il Pozzo,87.7,23.3,87.5,22.5,6,2,"['Red Blend', 'Sangiovese']",Italy,Tuscany,['Chianti Rufina']
16310,Podere la Marronaia,87.0,17.0,87.0,17.0,1,1,['Red Blend'],Italy,Tuscany,['Toscana']
16311,Poderi Alasia,86.5,28.0,86.5,28.0,2,2,"['Dolcetto', 'Sauvignon Blanc']",Italy,Piedmont,"[""Dolcetto d'Asti""]"
16312,Poderi Aldo Conterno,93.2,126.6,93.5,130.0,10,2,"['Nebbiolo', 'Barbera']",Italy,Piedmont,['Barolo']
16313,Poderi Angelini,86.0,20.0,86.0,20.0,1,1,['Susumaniello'],Italy,Southern Italy,['Tarantino']
16314,Poderi Arancio,83.0,15.0,83.0,15.0,1,1,['Moscato'],Italy,Veneto,['Colli Euganei']
16315,Poderi Arcangelo,87.0,16.0,87.0,16.0,1,1,['Vernaccia'],Italy,Tuscany,['Vernaccia di San Gimignano']
16316,Poderi Brizio,91.0,70.0,91.0,70.0,1,1,['Sangiovese'],Italy,Tuscany,['Brunello di Montalcino']
16317,Poderi Colla,89.1,48.3,90.0,56.0,26,4,"['Nebbiolo', 'Dolcetto', 'Barbera', 'Red Blend']",Italy,Piedmont,"[""Nebbiolo d'Alba""]"
16318,Poderi Elia,88.5,55.0,87.5,55.0,4,1,['Nebbiolo'],Italy,Piedmont,['Barbaresco']
16319,Poderi Foglia,87.0,16.0,87.0,16.0,1,1,['White Blend'],Italy,Southern Italy,['Galluccio']
16320,Poderi Luigi Einaudi,89.9,63.9,90.0,73.0,38,4,"['Nebbiolo', 'Dolcetto', 'Barbera', 'Red Blend']",Italy,Piedmont,['Barolo']
16321,Poderi Morini,86.7,15.2,86.5,14.5,6,1,['Sangiovese'],Italy,Central Italy,['Sangiovese di Romagna']
16322,Poderi San Lazzaro,89.0,25.0,89.0,25.0,1,1,['Pecorino'],Italy,Central Italy,['Offida Pecorino']
16323,Poderi dal Nespoli 1929,85.5,20.0,85.5,20.0,2,1,['Sangiovese'],Italy,Central Italy,['Sangiovese di Romagna Superiore']
16324,Poderi dei Bricchi Astigiani,88.0,25.0,88.0,25.0,3,1,['Barbera'],Italy,Piedmont,"[""Barbera d'Asti Superiore""]"
16325,Poderi del Paradiso,87.0,27.0,87.0,27.0,2,1,['Vernaccia'],Italy,Tuscany,['Vernaccia di San Gimignano']
16326,Podrumi Belje,84.5,14.0,84.5,14.0,2,2,"['Welschriesling', 'Pinot Noir']",Croatia,Podunavlje,[]
16327,Podversic Damijan,88.0,65.0,88.0,65.0,1,1,['White Blend'],Italy,Northeastern Italy,['Venezia Giulia']
16328,Poeira,91.5,51.3,92.0,42.5,16,2,"['Portuguese Red', 'Portuguese White']",Portugal,Douro,[]
16329,Poeira,89.0,,89.0,,1,1,['Portuguese White'],Portugal,Duriense,[]
16330,Poema,84.0,13.0,84.0,13.0,3,2,"['Sparkling Blend', 'Trepat']",Spain,Catalonia,['Cava']
16331,Poet's Leap,92.3,26.6,93.0,20.0,15,1,['Riesling'],US,Washington,"['Columbia Valley (WA)', 'Columbia Valley']"
16332,Poetic Cellars,89.0,32.0,89.0,32.0,1,1,['Pinot Noir'],US,California,"['Santa Cruz Mountains', 'Central Coast']"
16333,Poggi Wines,89.5,75.0,89.5,75.0,2,1,['Cabernet Sauvignon'],US,California,"['Diamond Mountain District', 'Napa']"
16334,Poggiarellino,92.2,45.0,93.0,45.0,4,2,"['Sangiovese', 'Sangiovese Grosso']",Italy,Tuscany,['Brunello di Montalcino']
16335,Poggio Ai Chiari,89.0,43.0,89.0,43.0,1,1,['Sangiovese'],Italy,Tuscany,['Toscana']
16336,Poggio Al Mulino,91.0,32.0,91.0,32.0,1,1,['Sangiovese'],Italy,Tuscany,['Toscana']
16337,Poggio Alloro,87.2,22.4,86.0,23.0,5,1,['Vernaccia'],Italy,Tuscany,['Vernaccia di San Gimignano']
16338,Poggio Antico,91.2,84.5,92.0,80.0,40,3,"['Sangiovese', 'Sangiovese Grosso', 'Red Blend']",Italy,Tuscany,['Brunello di Montalcino']
16339,Poggio Argentiera,88.6,31.9,89.0,27.0,14,2,"['Red Blend', 'Sangiovese']",Italy,Tuscany,['Morellino di Scansano']
16340,Poggio Bertaio,88.0,20.0,88.0,20.0,1,1,['Sangiovese'],Italy,Central Italy,['Umbria']
16341,Poggio Bonelli,86.6,28.5,87.0,28.0,8,2,"['Sangiovese', 'Red Blend']",Italy,Tuscany,['Chianti Classico']
16342,Poggio Borgoni,87.3,43.3,88.0,45.0,3,1,['Red Blend'],Italy,Tuscany,['Chianti Classico']
16343,Poggio Dei Poggi,85.0,16.5,85.0,16.5,2,1,['Sangiovese Grosso'],Italy,Tuscany,['Chianti Classico']
16344,Poggio Lungo,83.5,21.0,83.5,21.0,2,1,['Sangiovese'],Italy,Tuscany,['Morellino di Scansano']
16345,Poggio Mandorlo,89.6,47.0,89.0,42.5,10,2,"['Red Blend', 'Sangiovese']",Italy,Tuscany,['Toscana']
16346,Poggio Morino,87.0,15.0,87.0,15.0,2,2,"['Sangiovese', 'Red Blend']",Italy,Tuscany,['Morellino di Scansano']
16347,Poggio Nardone,88.9,41.1,88.0,44.0,27,3,"['Sangiovese', 'Sangiovese Grosso', 'Red Blend']",Italy,Tuscany,['Brunello di Montalcino']
16348,Poggio Nicchiaia,86.2,10.0,86.5,10.0,4,3,"['Vermentino', 'Red Blend', 'Sangiovese']",Italy,Tuscany,['Toscana']
16349,Poggio Rubino,89.5,60.0,90.0,60.0,4,2,"['Sangiovese Grosso', 'Sangiovese']",Italy,Tuscany,['Brunello di Montalcino']
16350,Poggio Salvi,85.7,13.0,86.0,12.0,3,2,"['Sangiovese', 'Red Blend']",Italy,Tuscany,['Chianti Colli Senesi']
16351,Poggio San Polo,88.5,,88.5,,2,2,"['Sangiovese Grosso', 'Sangiovese']",Italy,Tuscany,['Brunello di Montalcino']
16352,Poggio Scalette,90.7,49.2,90.0,60.0,12,2,"['Sangiovese', 'Red Blend']",Italy,Tuscany,['Chianti Classico']
16353,Poggio Stenti,89.0,34.6,89.0,30.0,5,1,['Sangiovese'],Italy,Tuscany,['Montecucco']
16354,Poggio Torselli,88.0,,88.0,,1,1,['Sangiovese'],Italy,Tuscany,['Chianti Classico']
16355,Poggio Trevvalle,86.0,20.0,86.0,20.0,1,1,['Red Blend'],Italy,Tuscany,['Morellino di Scansano']
16356,Poggio Verrano,90.1,45.2,90.0,49.0,13,2,"['Sangiovese', 'Red Blend']",Italy,Tuscany,['Maremma Toscana']
16357,Poggio al Casone,85.7,17.6,85.5,16.0,10,2,"['Red Blend', 'Sangiovese']",Italy,Tuscany,['Toscana']
16358,Poggio al Chiuso,86.3,22.0,87.0,25.0,3,2,"['Merlot', 'Red Blend']",Italy,Tuscany,['Toscana']
16359,Poggio al Lupo,87.0,62.0,87.0,62.0,1,1,['Cabernet Sauvignon'],Italy,Tuscany,['Toscana']
16360,Poggio al Tesoro,90.9,43.6,91.0,40.0,27,4,"['Red Blend', 'Cabernet Franc', 'Vermentino', 'Rosato']",Italy,Tuscany,['Toscana']
16361,Poggio al Tufo,86.5,18.8,86.5,18.0,4,4,"['Cabernet Sauvignon', 'Red Blend', 'Alicante', 'Vermentino']",Italy,Tuscany,['Toscana']
16362,Poggio al Vento,85.0,25.0,85.0,25.0,1,1,['Sangiovese'],Italy,Tuscany,['Orcia']
16363,Poggio alla Sala,87.8,24.6,88.0,20.0,9,3,"['Red Blend', 'Prugnolo Gentile', 'Sangiovese']",Italy,Tuscany,['Vino Nobile di Montepulciano']
16364,Poggio alle Querce,86.5,26.5,86.5,26.5,2,1,['Red Blend'],Italy,Tuscany,['Bolgheri']
16365,Poggio alle Sughere,86.4,20.6,87.0,15.0,5,2,"['Sangiovese', 'Red Blend']",Italy,Tuscany,['Toscana']
16366,Poggio dell'Aquila,87.0,,88.0,,7,2,"['Sangiovese', 'Sangiovese Grosso']",Italy,Tuscany,['Brunello di Montalcino']
16367,Poggio delle Robinie,85.0,,85.0,,1,1,['Glera'],Italy,Veneto,['Prosecco']
16368,Poggio di Bortolone,86.0,40.0,86.0,40.0,1,1,['Red Blend'],Italy,Sicily & Sardinia,['Cerasuolo di Vittoria Classico']
16369,Poggio di Sotto,92.5,259.0,93.0,259.0,13,2,"['Sangiovese Grosso', 'Sangiovese']",Italy,Tuscany,['Brunello di Montalcino']
