Winery,Country,Province,Mean_Price,Mean_Points,Wines,Variety_Count
Bacalhôa Wines of Portugal,Portugal,Alentejano,14.153846153846153,87.3076923076923,13,2
Anakena,Chile,Rapel Valley,14.166666666666666,87.0,6,4
Vicente Gandia,Spain,Catalonia,14.166666666666666,86.08333333333333,12,3
Three Families,US,California,14.166666666666666,82.66666666666667,12,3
KWV,South Africa,Western Cape,14.173913043478262,85.91304347826087,23,11
Bonotto delle Tezze,Italy,Veneto,14.181818181818182,85.42857142857143,14,8
Casa do Valle,Portugal,Vinho Verde,14.181818181818182,87.96,25,3
Quinta da Raza,Portugal,Vinho Verde,14.2,85.94444444444444,18,4
Dolce Stefania,Argentina,Mendoza Province,14.2,86.0,5,2
Steelhead Vineyards,US,California,14.2,85.7,10,4
Zinsane,US,California,14.2,83.8,5,1
Quinta do Casal Branco,Portugal,Ribatejo,14.2,89.2,5,2
Aymara,Argentina,Mendoza Province,14.2,85.6,5,4
Château du Rouët,France,Provence,14.2,85.28571428571429,7,1
Clos du Lac,US,California,14.210526315789474,85.63157894736842,19,6
Mano A Mano,Spain,Central Spain,14.214285714285714,86.78571428571429,14,3
La Merika,US,California,14.222222222222221,85.0,9,4
Aveleda,Portugal,Minho,14.222222222222221,89.63636363636364,11,2
Loriñon,Spain,Northern Spain,14.222222222222221,85.33333333333333,9,4
San Quirico,Italy,Tuscany,14.222222222222221,86.88888888888889,9,2
Viu Manent,Chile,Casablanca Valley,14.23076923076923,86.0,13,3
The Crusher,US,California,14.23076923076923,84.84615384615384,13,7
Leonard Kreusch,Germany,Rheinhessen,14.235294117647058,86.94117647058823,17,5
Marquee,Australia,Australia Other,14.25,84.75,4,3
Bailli de Provence,France,Provence,14.25,84.25,4,1
Fra Guerau,Spain,Catalonia,14.25,86.0,4,2
Château La Grange Clinet,France,Bordeaux,14.25,87.75,4,1
Owen's Estate,Australia,Australia Other,14.25,84.0,4,4
Tamarí,Argentina,Other,14.25,86.75,4,1
Garciarévalo,Spain,Northern Spain,14.25,88.25,4,1
Dominio del Plata,Argentina,Mendoza Province,14.25,86.75,4,4
Teliani Valley,Georgia,Kakheti,14.25,88.5,4,2
Pine Crest,South Africa,Coastal Region,14.25,85.0,4,3
Rios de Tinta,Spain,Northern Spain,14.25,85.0,4,2
Sileni,New Zealand,Marlborough,14.25,87.125,8,1
Domaine Chiroulet,France,Southwest France,14.25,86.0,8,4
Domaine des Tilleuls,France,Loire Valley,14.25,88.27272727272727,11,2
Château le Grand Verdus,France,Bordeaux,14.25,87.25,4,3
Castle Rock,US,Oregon,14.25,85.25,4,2
Arroyo,Spain,Northern Spain,14.25,85.5,4,1
Agustinos,Chile,Bío Bío Valley,14.266666666666667,85.8,15,4
Mommessin,France,Beaujolais,14.272727272727273,87.54545454545455,11,1
Four Degrees of Riesling,US,New York,14.285714285714286,84.0,7,1
Château Julian,France,Bordeaux,14.285714285714286,84.5,8,2
Berberana,Spain,Northern Spain,14.285714285714286,86.0,7,2
Fattoria Giuseppe Savini,Italy,Central Italy,14.285714285714286,84.42857142857143,7,6
Tacama,Peru,Ica,14.285714285714286,83.0,7,5
Las Moras,Argentina,Other,14.307692307692308,84.65384615384616,26,10
Grandes Vinos y Viñedos,Spain,Northern Spain,14.3125,85.75,16,6
Zolo,Argentina,Mendoza Province,14.313725490196079,85.3529411764706,51,11
Little Stone Vineyard,US,California,14.333333333333334,83.66666666666667,3,3
Biutiful,Spain,Catalonia,14.333333333333334,85.66666666666667,6,3
Girly Girl,US,Washington,14.333333333333334,85.33333333333333,6,6
Mazza Chautauqua Cellars,US,New York,14.333333333333334,82.66666666666667,3,2
Hollen Family Vineyards,Argentina,Mendoza Province,14.333333333333334,83.33333333333333,3,3
Bodegas Riolanc,Spain,Northern Spain,14.333333333333334,85.75,4,2
Script & Seal,US,Washington,14.333333333333334,87.0,3,3
Blue Nomad,US,California,14.333333333333334,86.66666666666667,3,3
David Frost,South Africa,Western Cape,14.333333333333334,87.0,3,3
Avelina,US,California,14.333333333333334,86.0,3,3
Conte Brandolini,Italy,Northeastern Italy,14.333333333333334,85.66666666666667,3,2
Palacio de Bornos,Spain,Northern Spain,14.333333333333334,87.33333333333333,9,3
Jaffelin,France,Beaujolais,14.333333333333334,84.33333333333333,3,1
Finca Koch,Argentina,Mendoza Province,14.333333333333334,86.0,3,2
Disruption,US,Washington,14.333333333333334,88.66666666666667,3,3
Domaines Vinet,France,Loire Valley,14.333333333333334,89.0,3,1
Jackhammer,US,California,14.333333333333334,82.66666666666667,3,2
Tenuta La Vigna,Italy,Tuscany,14.333333333333334,86.33333333333333,3,1
Wolfgang Puck,US,California,14.333333333333334,85.5,6,4
Château Tassin,France,Bordeaux,14.333333333333334,87.33333333333333,3,2
Château de Marsan,France,Bordeaux,14.333333333333334,86.53333333333333,15,3
Carnivor,US,California,14.333333333333334,87.66666666666667,3,2
Cueto,Spain,Northern Spain,14.333333333333334,83.66666666666667,3,1
Oyster Bay,New Zealand,Hawke's Bay,14.333333333333334,86.33333333333333,3,1
Pierre-Luc Bouchaud,France,Loire Valley,14.333333333333334,87.66666666666667,3,1
Ngatarawa,New Zealand,Marlborough,14.333333333333334,86.66666666666667,3,1
Balestri Valda,Italy,Veneto,14.333333333333334,88.0,3,2
Cono Sur,Chile,San Antonio,14.333333333333334,85.77777777777777,9,3
Sanchez Romate,Spain,Andalucia,14.333333333333334,91.66666666666667,6,2
Viña Mar de Casablanca,Chile,Casablanca Valley,14.333333333333334,85.33333333333333,3,1
William Cole,Chile,Casablanca Valley,14.363636363636363,84.0,22,4
Highland Cellars,US,New York,14.375,86.0,8,3
Tenuta di Pietra Porzia,Italy,Central Italy,14.375,85.81818181818181,11,2
Alfredo Roca,Argentina,Mendoza Province,14.387096774193548,84.83870967741936,31,10
Principessa Gavia,Italy,Piedmont,14.4,86.0,6,2
Hayes Valley,US,California,14.4,86.0,6,6
Ramón Bilbao,Spain,Galicia,14.4,86.6,5,1
Château la Freynelle,France,Bordeaux,14.4,86.18181818181819,11,4
Good Harbor,US,Michigan,14.4,82.8,5,4
Castello d'Alba,Portugal,Douro,14.4,88.3125,16,5
Viña Requingua,Chile,Colchagua Valley,14.4,86.8,5,1
Siegel,Chile,Leyda Valley,14.4,86.2,5,2
Château Grand Jean,France,Bordeaux,14.411764705882353,85.42105263157895,19,2
Porta,Chile,Bío Bío Valley,14.416666666666666,84.66666666666667,12,3
Casa Santos Lima,Portugal,Lisboa,14.416666666666666,86.92405063291139,79,7
Lechthaler,Italy,Northeastern Italy,14.416666666666666,85.08333333333333,12,7
Caves Aliança,Portugal,Alentejano,14.428571428571429,86.375,8,2
Laudun Chusclan,France,Rhône Valley,14.428571428571429,87.375,8,3
Six Prong,US,Washington,14.454545454545455,86.63636363636364,11,3
Kings Ridge,US,Oregon,14.470588235294118,87.29411764705883,17,3
Jekel,US,California,14.473684210526315,84.97368421052632,38,7
Palacio del Burgo,Spain,Northern Spain,14.5,86.75,4,2
Greek Wine Cellars,Greece,Peloponnese,14.5,87.0,2,1
Quinta das Apegadas,Portugal,Douro,14.5,88.0,2,1
Domaine d'Astros,France,Provence,14.5,86.0,2,1
Château La Rose Saint Germain,France,Bordeaux,14.5,84.0,2,1
Claro,Chile,Colchagua Valley,14.5,87.5,2,2
Bracamonte,Spain,Northern Spain,14.5,87.0,2,1
Epilogue,US,California,14.5,86.0,2,2
Vicente Faria Vinhos,Portugal,Douro,14.5,88.0,4,1
Pure Provence,France,Provence,14.5,84.5,2,1
Coopers Creek,New Zealand,Marlborough,14.5,87.0,4,2
Vins Descombe,France,France Other,14.5,84.5,2,2
Montes,Chile,Colchagua Costa,14.5,85.5,2,2
Montgó,Spain,Levante,14.5,86.5,4,2
Quintay,Chile,Rapel Valley,14.5,83.25,4,1
Cuttaway Hill Estate,Australia,Australia Other,14.5,86.5,2,2
Van Ardi,Armenia,Armenia,14.5,87.5,2,2
Long Flat,Australia,Victoria,14.5,85.5,2,2
Long Flat,Australia,South Australia,14.5,86.83333333333333,6,4
Cantine Lanzavecchia,Italy,Piedmont,14.5,85.5,2,1
Malumbres,Spain,Northern Spain,14.5,85.5,2,2
La di Motte,Italy,Veneto,14.5,86.0,3,2
Inacayal,Argentina,Mendoza Province,14.5,84.5,4,3
Zin 91,US,California,14.5,84.25,4,1
Château les Arromans,France,Bordeaux,14.5,87.25,8,4
Marchesini,Italy,Veneto,14.5,85.5,2,2
Cascinetta Vietti,Italy,Piedmont,14.5,85.5,2,1
Los Clop,Argentina,Mendoza Province,14.5,83.5,4,4
Starborough,New Zealand,Marlborough,14.5,86.75,4,1
Anselmi,Italy,Northeastern Italy,14.5,90.0,2,1
Murphy's Law,US,Washington,14.5,87.0,2,1
Château Fongalan,France,Bordeaux,14.5,88.5,2,1
Whiplash,US,California,14.5,88.0,2,2
Mercouri Estate,Greece,Pisatis,14.5,87.5,2,2
Enoport,Portugal,Douro,14.5,87.83333333333333,6,1
Château Peyredoulle,France,Bordeaux,14.5,88.0,2,1
2 Up,Australia,South Australia,14.5,86.25,4,1
Château Deffends,France,Provence,14.5,86.75,4,3
Alma Andina,Argentina,Mendoza Province,14.5,86.0,2,2
Château Peneau,France,Bordeaux,14.5,87.0,2,2
Ñandú,Argentina,Mendoza Province,14.5,84.0,2,1
Panayia,Cyprus,Cyprus,14.5,87.0,2,2
Château Haut Dina,France,Bordeaux,14.5,91.0,2,1
Château de Camarsac,France,Bordeaux,14.5,83.5,2,1
ecoVINO,US,California,14.5,86.0,2,2
Bodegas San Isidro,Spain,Levante,14.5,87.75,4,2
Fattoria di Montecchio,Italy,Tuscany,14.5,86.0,3,2
Viore,Spain,Northern Spain,14.5,85.5,2,1
Argento,Argentina,Other,14.5,84.5,2,1
Crossroads,New Zealand,Marlborough,14.5,86.66666666666667,6,1
Chasing Lions,US,California,14.5,84.0,2,2
Spice Route,South Africa,Darling,14.5,87.0,2,1
Wild Rock,New Zealand,Marlborough,14.5,88.5,2,1
Redbreast,Germany,Mosel,14.5,85.0,2,1
Domaine de Roche Guillon,France,Beaujolais,14.5,86.0,2,1
Swartland,South Africa,Swartland,14.5,85.0,2,2
3 Stones,New Zealand,Marlborough,14.5,88.5,2,1
Tiki Sound,New Zealand,Marlborough,14.5,86.5,2,1
Cramele Halewood,Romania,Sebes,14.5,87.5,2,2
Batán de Salas,Spain,Northern Spain,14.5,85.0,4,3
Dilao,Georgia,Kakheti,14.5,87.0,2,2
Two Tone Farm,US,California,14.5,87.5,2,2
Château de Laville,France,Bordeaux,14.5,87.0,3,1
Tarapaca,Chile,Maipo Valley,14.5,86.0,10,5
Genio Español,Spain,Levante,14.5,88.0,2,2
Kiwi,New Zealand,New Zealand,14.5,84.5,2,2
Fiddlebender,US,Arizona,14.5,84.75,4,2
Château de Virecourt,France,Bordeaux,14.5,84.33333333333333,6,2
Jurtschitsch,Austria,Niederösterreich,14.5,89.0,2,1
Capay Valley,US,California,14.5,81.5,2,2
King,US,California,14.5,82.0,2,2
Hogue,US,Washington,14.528985507246377,86.75539568345324,139,22
L.A. Cetto,Mexico,Valle de Guadalupe,14.529411764705882,83.94117647058823,17,6
Condado de Oriza,Spain,Northern Spain,14.529411764705882,85.83333333333333,18,2
Carlos Serres,Spain,Northern Spain,14.533333333333333,86.66666666666667,15,5
TerraNoble,Chile,Maule Valley,14.535714285714286,85.6896551724138,29,7
Château Lauduc,France,Bordeaux,14.538461538461538,86.42857142857143,14,3
Duck Pond,US,Washington,14.555555555555555,84.88888888888889,9,4
Layer Cake,US,California,14.555555555555555,86.44444444444444,9,4
Ledgewood Creek,US,California,14.555555555555555,85.11111111111111,9,7
Chilcas,Chile,Colchagua Valley,14.571428571428571,86.42857142857143,7,3
Greg Norman California Estates,US,California,14.571428571428571,83.85714285714286,7,5
Kono,New Zealand,Marlborough,14.571428571428571,86.0,7,3
Neil Ellis,South Africa,Western Cape,14.571428571428571,86.85714285714286,14,3
Millaman,Chile,Curicó Valley,14.571428571428571,84.5,8,6
Matané,Italy,Southern Italy,14.571428571428571,87.2,10,4
Mountain View,US,California,14.571428571428571,82.85714285714286,7,4
Château de Nages,France,Rhône Valley,14.578947368421053,88.21052631578948,19,3
Quinta de Porrais,Portugal,Douro,14.583333333333334,88.0,25,3
Remy-Pannier,France,Loire Valley,14.583333333333334,84.69444444444444,36,8
Rock Hollow,US,California,14.6,85.2,5,3
Rocky Gully,Australia,Western Australia,14.6,88.4,5,3
Casas del Bosque,Chile,Rapel Valley,14.6,86.0,5,2
Château de Lisennes,France,Bordeaux,14.6,85.5,6,2
Vignerons de Bel Air,France,Burgundy,14.6,86.0,5,2
Kunza,Chile,Maule Valley,14.6,84.4,5,4
Domiciano de Barrancas,Argentina,Mendoza Province,14.6,86.2,5,3
Calmel & Joseph,France,Languedoc-Roussillon,14.6,86.2,5,3
Shenandoah Vineyards,US,California,14.6,87.6,5,4
Viticultori Associati Canicatti,Italy,Sicily & Sardinia,14.625,86.73913043478261,23,8
Bodega Otto Bestué,Spain,Northern Spain,14.636363636363637,86.72727272727273,11,5
Portal Del Alto,Chile,Maule Valley,14.636363636363637,84.45454545454545,11,7
Valdivieso,Chile,Central Valley,14.642857142857142,85.64285714285714,28,10
Cantina Offida,Italy,Central Italy,14.666666666666666,86.0,3,2
Clerget,France,Rhône Valley,14.666666666666666,85.0,3,1
La Jara,Italy,Veneto,14.666666666666666,84.16666666666667,6,1
Fattoria Il Muro,Italy,Tuscany,14.666666666666666,85.33333333333333,3,1
Cantine Lupo,Italy,Central Italy,14.666666666666666,86.0,3,3
Catania,Spain,Northern Spain,14.666666666666666,86.0,3,1
Nivarius,Spain,Northern Spain,14.666666666666666,87.0,3,2
Monthaven,US,California,14.666666666666666,83.0,3,3
Three Pines,US,California,14.666666666666666,87.0,3,3
Wine Man,Georgia,Kakheti,14.666666666666666,87.66666666666667,3,2
Solar de Cambres,Portugal,Douro,14.666666666666666,85.0,3,2
Château Toutigeac,France,Bordeaux,14.666666666666666,86.33333333333333,3,3
Château Marac,France,Bordeaux,14.666666666666666,85.5,4,2
Barton & Guestier,France,Provence,14.666666666666666,85.6,10,2
Pazo das Tapias,Spain,Galicia,14.666666666666666,86.33333333333333,3,1
Lícia,Spain,Galicia,14.666666666666666,86.0,6,1
Global Wines,Portugal,Dão,14.666666666666666,88.25,24,6
Château Vignol,France,Bordeaux,14.666666666666666,87.0,3,2
Viña Costeira,Spain,Galicia,14.666666666666666,88.16666666666667,6,2
Amadores,Argentina,Mendoza Province,14.666666666666666,83.0,3,3
Bovale,Spain,Levante,14.666666666666666,86.66666666666667,3,1
Loxarel,Spain,Catalonia,14.666666666666666,84.83333333333333,6,2
Old Soul,US,California,14.666666666666666,85.33333333333333,6,4
Shiloh Road,US,California,14.666666666666666,82.75,12,4
JanKris,US,California,14.666666666666666,83.88888888888889,9,8
Smythe & Renfield,New Zealand,Marlborough,14.666666666666666,86.0,3,1
Bodegas Mähler-Besse,Spain,Levante,14.666666666666666,87.33333333333333,3,2
Echo Bay,New Zealand,Marlborough,14.666666666666666,87.33333333333333,3,1
Xavier Flouret,Argentina,Mendoza Province,14.666666666666666,84.33333333333333,3,1
Château Bonnet,France,Bordeaux,14.666666666666666,87.0,10,3
Corey Creek,US,New York,14.666666666666666,85.0,3,3
Pinot Patch,US,California,14.666666666666666,86.33333333333333,3,3
Truscott,US,California,14.666666666666666,83.33333333333333,3,2
Casa Catelli,Italy,Tuscany,14.666666666666666,86.66666666666667,3,2
Bodegas 1898,Spain,Catalonia,14.7,86.8,10,5
Campo Viejo,Spain,Northern Spain,14.705882352941176,86.0,17,4
Château Beaubois,France,Rhône Valley,14.714285714285714,87.28571428571429,7,4
Château Vartely,Moldova,Moldova,14.714285714285714,87.14285714285714,7,6
Quinta de Gomariz,Portugal,Vinho Verde,14.714285714285714,85.71428571428571,7,5
Hayman & Hill,US,California,14.714285714285714,84.78571428571429,14,7
Fulkerson,US,New York,14.72340425531915,85.82978723404256,47,15
Casal da Coelheira,Portugal,Tejo,14.724137931034482,86.16129032258064,31,5
Domaine Houchart,France,Provence,14.75,87.8076923076923,26,5
Aresti,Chile,Colchagua Valley,14.75,85.0,4,2
Pedra Cancela,Portugal,Dão,14.75,89.25,4,3
Cayuga Ridge Estate,US,New York,14.75,85.25,4,2
Luis Segundo Correas,Argentina,Mendoza Province,14.75,83.125,8,3
Conde de Jauregui,Spain,Northern Spain,14.75,83.5,4,2
Temple Bruer,Australia,South Australia,14.75,87.5,4,4
Mount Fishtail,New Zealand,Marlborough,14.75,87.25,4,1
Pueblo del Sol,Uruguay,Juanico,14.75,84.0,4,1
Nick Faldo,Australia,South Australia,14.75,86.25,4,3
Rubiejo,Spain,Northern Spain,14.75,86.5,4,2
Hermann Moser,Austria,Niederösterreich,14.75,87.33333333333333,6,5
Avalon,US,California,14.777777777777779,87.0,9,3
Climbing,Australia,New South Wales,14.777777777777779,85.88888888888889,9,5
Healdsburg Ranches,US,California,14.777777777777779,85.55555555555556,9,4
Montelle,US,Missouri,14.777777777777779,82.33333333333333,9,4
Quinta do Casal Branco,Portugal,Tejo,14.789473684210526,86.66666666666667,69,8
Domaine de Vaugondy,France,Loire Valley,14.8,86.78571428571429,14,1
Estate Constantin Gofas,Greece,Nemea,14.8,86.4,5,2
Bodegas Virgen del Águila,Spain,Northern Spain,14.8,85.2,10,4
Sharabella Wines,US,California,14.8,83.4,5,5
Château Noblet,France,Bordeaux,14.8,85.8,5,1
Bodegas Leza García,Spain,Northern Spain,14.8,84.2,5,2
Solsticio,Argentina,Mendoza Province,14.8,84.2,5,3
Lidio Carraro,Brazil,Serra Gaúcha,14.8,85.8,5,3
Seneca Shore,US,New York,14.8,85.6,5,5
Morandé,Chile,Casablanca Valley,14.804347826086957,84.65217391304348,46,7
Kamiak,US,Washington,14.818181818181818,86.81818181818181,11,6
Fabre Montmayou,Argentina,Mendoza Province,14.827586206896552,86.33333333333333,30,9
9 Mile Road,Australia,South Australia,14.833333333333334,88.0,6,2
Groote Post,South Africa,Coastal Region,14.833333333333334,88.0,6,5
Caldora Vini,Italy,Central Italy,14.846153846153847,86.15384615384616,13,6
Nadler,Austria,Carnuntum,14.857142857142858,88.42857142857143,7,3
Matua Valley,New Zealand,Marlborough,14.857142857142858,86.42857142857143,7,3
Le Bonheur,South Africa,Simonsberg-Stellenbosch,14.857142857142858,86.71428571428571,7,3
Telmo Rodríguez,Spain,Levante,14.875,84.75,8,2
Viña Eguía,Spain,Northern Spain,14.875,86.5,8,3
Quintay,Chile,Casablanca Valley,14.875,86.78125,32,5
Volver,Spain,Levante,14.882352941176471,86.76470588235294,17,6
Cono Sur,Chile,Colchagua Valley,14.882352941176471,85.88235294117646,17,6
Château Haut Mouleyre,France,Bordeaux,14.88888888888889,85.22222222222223,9,3
Abiqua Wind,US,Oregon,14.88888888888889,86.44444444444444,9,6
Château Recougne,France,Bordeaux,14.88888888888889,85.3,10,3
Codorníu,Spain,Catalonia,14.9,86.08695652173913,23,2
Donovan-Parke,US,California,14.9,83.9,10,5
Pedro Escudero,Spain,Northern Spain,14.909090909090908,87.0,11,2
Estandon,France,Provence,14.916666666666666,86.53846153846153,13,1
Finca Patagonia,Chile,Maule Valley,14.923076923076923,84.61538461538461,13,7
Balduzzi,Chile,Maule Valley,14.944444444444445,85.27777777777777,18,7
Bridgeview,US,Oregon,14.958333333333334,84.75,24,11
Push Me to the Floor,South Africa,Coastal Region,15.0,86.0,1,1
Cuevas del Sur,Chile,Maule Valley,15.0,81.5,2,2
Kirkland Signature,France,Burgundy,15.0,90.0,1,1
Cà di Frara,Italy,Lombardy,15.0,86.0,1,1
Viña el Aromo,Chile,Itata Valley,15.0,84.0,1,1
Viña Almirante,Spain,Galicia,15.0,89.0,1,1
Duca di Saragnano,Italy,Tuscany,15.0,87.0,1,1
Andre Lorentz,France,Alsace,15.0,84.0,1,1
Punto y Coma,Spain,Northern Spain,15.0,88.0,1,1
Cuevas del Sur,Chile,Curicó Valley,15.0,84.0,2,2
Tres Barcos,Spain,Northern Spain,15.0,86.0,1,1
Viña del Sopié,Spain,Northern Spain,15.0,88.0,1,1
Shingle Peak,New Zealand,Marlborough,15.0,92.0,1,1
Château Roc Montalon,France,Bordeaux,15.0,85.0,1,1
Bodega Cecchin,Argentina,Mendoza Province,15.0,84.0,1,1
Serra da Estrela,Spain,Galicia,15.0,85.875,8,1
Dreaming Tree,US,California,15.0,84.0,3,3
Viña Bisquertt,Chile,Curicó Valley,15.0,83.0,1,1
Flock by Smoking Loon,US,California,15.0,81.5,2,2
Finca Vides,Argentina,Mendoza Province,15.0,86.5,4,2
Cave des Vignerons de Mancey,France,Burgundy,15.0,85.0,2,1
Fiore d'Arancio,US,California,15.0,87.0,1,1
Château Saint-Urbain,France,Bordeaux,15.0,83.5,2,1
Château Saint-Sulpice,France,Bordeaux,15.0,84.5,2,1
Cà Di Rajo,Italy,Veneto,15.0,85.0,2,2
Quinta da Raza,Portugal,Minho,15.0,87.66666666666667,3,2
Fire Station Red,US,California,15.0,86.0,1,1
Château Saint-Nabor,France,Rhône Valley,15.0,86.0,1,1
Coriole,Australia,Australia Other,15.0,85.0,1,1
Marchese de Petri,Italy,Tuscany,15.0,87.0,1,1
Château Saint-Léon,France,Bordeaux,15.0,82.0,1,1
Nidia,Spain,Northern Spain,15.0,86.0,1,1
Finca Hispana,Spain,Northern Spain,15.0,90.0,1,1
Clifford Bay Estate,New Zealand,Marlborough,15.0,86.5,2,1
Domaine Guy Mousset,France,Rhône Valley,15.0,86.0,1,1
Cederberg,South Africa,South Africa,15.0,86.0,1,1
Château Sainte Barbe,France,Bordeaux,15.0,85.45454545454545,11,2
Antigua Bodega Stagnari,Uruguay,Canelones,15.0,86.66666666666667,3,2
Señorío de Rubiós,Spain,Galicia,15.0,87.0,1,1
Fioravante,Argentina,Mendoza Province,15.0,80.0,1,1
Quinta da Lixa,Portugal,Minho,15.0,88.33333333333333,3,2
Ant Moore,New Zealand,Marlborough,15.0,91.0,1,1
Château Sorbey,France,Bordeaux,15.0,88.0,1,1
Quinta da Mimosa,Portugal,Palmela,15.0,88.0,1,1
Nico Lazaridi,Greece,Greece,15.0,86.0,1,1
McWilliam's,Australia,New South Wales,15.0,89.0,2,2
Finca Pasión,Argentina,Mendoza Province,15.0,82.66666666666667,3,3
Konrad & Conrad,New Zealand,Marlborough,15.0,90.0,1,1
Château Sainte-Croix,France,Provence,15.0,88.0,1,1
Kourtaki,Greece,Mantinia,15.0,86.0,1,1
Finnegan's Lake,US,California,15.0,80.0,1,1
Château Sainte-Barbe,France,Bordeaux,15.0,86.8,5,2
Marchese dell'Elsa,Italy,Piedmont,15.0,86.0,1,1
McPherson Wine Company,Australia,Victoria,15.0,90.0,2,2
Cavino,Greece,Naoussa,15.0,88.0,1,1
McGuigan,Australia,New South Wales,15.0,87.0,2,1
Bedouet,France,Loire Valley,15.0,88.0,1,1
Casa L'Angel,Spain,Levante,15.0,87.2,5,4
Château Saint Seurin,France,Bordeaux,15.0,88.0,1,1
Domaine de Dionysos,France,Rhône Valley,15.0,89.0,2,1
Pazo Torrado,Spain,Galicia,15.0,86.33333333333333,3,1
Shenanigans,US,California,15.0,83.0,2,2
Domaine Lagneau,France,Beaujolais,15.0,86.0,1,1
Matiz,Spain,Northern Spain,15.0,84.0,1,1
Viña Casablanca,Chile,Colchagua Valley,15.0,88.5,2,1
Kiss Chasey,Australia,Western Australia,15.0,88.0,1,1
Viña Tabalí,Chile,Maipo Valley,15.0,86.0,1,1
Quadratus,Bulgaria,Danube River Plains,15.0,88.0,1,1
Cultivate,Argentina,Mendoza Province,15.0,81.0,1,1
Ca' Montini,Italy,Northeastern Italy,15.0,85.0,1,1
Drops of Jupiter,US,California,15.0,87.5,2,2
Viña Ventolera,Chile,Leyda Valley,15.0,87.0,1,1
Cave du Château des Loges,France,Beaujolais,15.0,85.0,1,1
Château Trians,France,Provence,15.0,89.5,2,1
Cà Salina,Italy,Veneto,15.0,87.0,1,1
Casa Rivas,Chile,Casablanca Valley,15.0,88.0,1,1
Los Andicos,Argentina,Mendoza Province,15.0,85.0,1,1
Pend d'Oreille,US,Idaho,15.0,85.0,1,1
Mayu,Chile,Elqui Valley,15.0,86.0,5,3
Quiet Resolve,South Africa,Western Cape,15.0,88.0,1,1
Angry Bunch,US,California,15.0,86.0,1,1
Mayol,Argentina,Mendoza Province,15.0,87.0,1,1
Curious Cove,New Zealand,Hawke's Bay,15.0,85.0,1,1
CDR,France,Rhône Valley,15.0,90.0,1,1
Château Tour Grand Mayne,France,Bordeaux,15.0,90.0,2,2
Château Rodin,US,California,15.0,83.0,1,1
DuVon,South Africa,Robertson,15.0,88.0,1,1
Cupcake,Italy,Piedmont,15.0,86.0,1,1
Ku Dé Ta,US,California,15.0,85.0,1,1
Viña Casas Patronales,Chile,Limarí Valley,15.0,86.0,1,1
Tonjum,US,California,15.0,84.0,1,1
Org de Rac,South Africa,Swartland,15.0,87.0,1,1
Casa Perini,Brazil,Serra Gaúcha,15.0,83.83333333333333,6,4
Fishbone,Australia,Western Australia,15.0,85.75,4,3
Tenuta Polvaro,Italy,Veneto,15.0,87.33333333333333,3,3
